Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
1,1,1,0,Berend Boer,Shell Motorsports,Medium,1:50.030,-,-,Running
1,2,2,0,Mark Graham,Trike Motorsports,Soft,1:49.973,+0.344,+0.344,Running
1,3,3,0,Franc Abel,Shell Motorsports,Soft,1:50.674,+0.050,+0.394,Running
1,4,4,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.399,+0.249,+0.643,Running
1,5,5,0,Kanno Sora,LFL Engineering,Soft,1:51.193,+0.770,+1.413,Running
1,6,6,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.151,+0.208,+1.621,Running
1,7,7,0,Sydney Aspen,Villiuride Racing,Medium,1:50.072,+0.171,+1.792,Running
1,8,8,0,Jamar Henry,Trike Motorsports,Soft,1:50.962,+0.140,+1.932,Running
1,9,9,0,Al Fabet,Villiuride Racing,Medium,1:50.911,+0.199,+2.131,Running
1,10,10,0,Liesje Roser,Dacia Racing Team,Soft,1:50.671,+0.327,+2.458,Running
1,11,11,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.538,+0.050,+2.508,Running
1,12,12,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.677,+0.347,+2.855,Running
1,13,13,0,Monica Niculescu,Dacia Racing Team,Soft,1:50.935,+0.050,+2.905,Running
1,14,14,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.326,+1.141,+4.046,Running
1,15,15,0,Aida Haque,Icarus,Hard,1:50.594,+0.268,+4.314,Running
1,16,16,0,Niamh Murphy,Racing Life,Soft,1:50.862,+0.018,+4.332,Running
1,17,17,0,Ye Li,Racing Life,Soft,1:51.196,+0.084,+4.416,Running
1,18,18,0,Clara Longo,Icarus,Medium,1:51.095,+0.649,+5.065,Running
2,1,2,1,Mark Graham,Trike Motorsports,Soft,1:49.468,-,-,Running
2,2,3,1,Franc Abel,Shell Motorsports,Soft,1:49.555,+0.137,+0.137,Running
2,3,6,3,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.505,+0.444,+0.581,Running
2,4,1,-3,Berend Boer,Shell Motorsports,Medium,1:50.443,+0.050,+0.631,Running
2,5,10,5,Liesje Roser,Dacia Racing Team,Soft,1:49.068,+1.082,+1.713,Running
2,6,5,-1,Kanno Sora,LFL Engineering,Soft,1:50.327,+0.215,+1.928,Running
2,7,4,-3,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.824,+0.727,+2.655,Running
2,8,8,0,Jamar Henry,Trike Motorsports,Soft,1:50.608,+0.073,+2.728,Running
2,9,7,-2,Sydney Aspen,Villiuride Racing,Medium,1:51.380,+0.631,+3.359,Running
2,10,13,3,Monica Niculescu,Dacia Racing Team,Soft,1:50.298,+0.032,+3.391,Running
2,11,9,-2,Al Fabet,Villiuride Racing,Medium,1:51.232,+0.159,+3.550,Running
2,12,11,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.495,+0.640,+4.191,Running
2,13,12,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.921,+0.774,+4.964,Running
2,14,17,3,Ye Li,Racing Life,Soft,1:50.566,+0.206,+5.170,Running
2,15,16,1,Niamh Murphy,Racing Life,Soft,1:50.880,+0.231,+5.400,Running
2,16,14,-2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.647,+0.480,+5.881,Running
2,17,15,-2,Aida Haque,Icarus,Hard,1:52.396,+0.011,+5.892,Running
2,18,18,0,Clara Longo,Icarus,Medium,1:50.690,+0.050,+5.942,Running
3,1,4,3,Berend Boer,Shell Motorsports,Medium,1:49.468,-,-,Running
3,2,6,4,Kanno Sora,LFL Engineering,Soft,1:49.383,+1.211,+1.211,Running
3,3,2,-1,Franc Abel,Shell Motorsports,Soft,1:51.363,+0.190,+1.401,Running
3,4,3,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.320,+0.401,+1.802,Running
3,5,5,0,Liesje Roser,Dacia Racing Team,Soft,1:50.259,+0.070,+1.872,Running
3,6,8,2,Jamar Henry,Trike Motorsports,Soft,1:49.353,+0.110,+1.982,Running
3,7,7,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.647,+0.154,+2.136,Running
3,8,10,2,Monica Niculescu,Dacia Racing Team,Soft,1:48.894,+0.050,+2.186,Running
3,9,11,2,Al Fabet,Villiuride Racing,Medium,1:49.367,+0.632,+2.818,Running
3,10,12,2,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.140,+1.936,+4.753,Running
3,11,9,-2,Sydney Aspen,Villiuride Racing,Medium,1:51.543,+0.050,+4.803,Running
3,12,14,2,Ye Li,Racing Life,Soft,1:50.566,+0.377,+5.181,Running
3,13,18,5,Clara Longo,Icarus,Medium,1:50.369,+0.405,+5.586,Running
3,14,16,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.538,+0.734,+6.320,Running
3,15,13,-2,Aleksa Kozlov,LFL Engineering,Medium,1:51.466,+0.011,+6.331,Running
3,16,15,-1,Niamh Murphy,Racing Life,Soft,1:51.446,+0.416,+6.747,Running
3,17,17,0,Aida Haque,Icarus,Hard,1:52.017,+1.063,+7.810,Running
3,18,1,-17,Mark Graham,Trike Motorsports,Soft,1:49.468,-,-,Mechanical failure on lap 3
4,1,3,2,Franc Abel,Shell Motorsports,Soft,1:49.068,-,-,Running
4,2,1,-1,Berend Boer,Shell Motorsports,Medium,1:50.704,+0.235,+0.235,Running
4,3,2,-1,Kanno Sora,LFL Engineering,Soft,1:50.183,+0.690,+0.926,Running
4,4,7,3,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.411,+0.152,+1.078,Running
4,5,6,1,Jamar Henry,Trike Motorsports,Soft,1:50.702,+0.136,+1.214,Running
4,6,5,-1,Liesje Roser,Dacia Racing Team,Soft,1:49.861,+0.050,+1.264,Running
4,7,8,1,Monica Niculescu,Dacia Racing Team,Soft,1:51.432,+1.757,+3.021,Running
4,8,4,-4,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.738,+0.050,+3.071,Running
4,9,9,0,Al Fabet,Villiuride Racing,Medium,1:52.395,+1.673,+4.744,Running
4,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.717,+0.004,+4.748,Running
4,11,12,1,Ye Li,Racing Life,Soft,1:50.086,+0.050,+4.798,Running
4,12,14,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.231,+0.284,+5.082,Running
4,13,11,-2,Sydney Aspen,Villiuride Racing,Medium,1:50.989,+0.242,+5.324,Running
4,14,16,2,Niamh Murphy,Racing Life,Soft,1:50.456,+1.410,+6.734,Running
4,15,13,-2,Clara Longo,Icarus,Medium,1:51.703,+0.086,+6.820,Running
4,16,15,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.081,+0.123,+6.943,Running
4,17,17,0,Aida Haque,Icarus,Hard,1:51.375,+1.773,+8.716,Running
4,18,18,0,Mark Graham,Trike Motorsports,Soft,1:49.468,-,-,Mechanical failure on lap 3
5,1,2,1,Berend Boer,Shell Motorsports,Medium,1:49.575,-,-,Running
5,2,1,-1,Franc Abel,Shell Motorsports,Soft,1:50.849,+1.039,+1.039,Running
5,3,5,2,Jamar Henry,Trike Motorsports,Soft,1:50.704,+0.185,+1.223,Running
5,4,6,2,Liesje Roser,Dacia Racing Team,Soft,1:49.819,+0.050,+1.273,Running
5,5,3,-2,Kanno Sora,LFL Engineering,Soft,1:51.013,+0.784,+2.058,Running
5,6,4,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.298,+0.508,+2.566,Running
5,7,8,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.830,+1.051,+3.617,Running
5,8,7,-1,Monica Niculescu,Dacia Racing Team,Soft,1:50.456,+0.050,+3.667,Running
5,9,9,0,Al Fabet,Villiuride Racing,Medium,1:49.904,+1.171,+4.838,Running
5,10,12,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.245,+0.679,+5.517,Running
5,11,11,0,Ye Li,Racing Life,Soft,1:51.056,+0.127,+5.643,Running
5,12,10,-2,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.755,+0.050,+5.693,Running
5,13,13,0,Sydney Aspen,Villiuride Racing,Medium,1:51.652,+1.472,+7.166,Running
5,14,14,0,Niamh Murphy,Racing Life,Soft,1:50.564,+0.322,+7.487,Running
5,15,16,1,Aleksa Kozlov,LFL Engineering,Medium,1:50.466,+0.111,+7.598,Running
5,16,15,-1,Clara Longo,Icarus,Medium,1:51.648,+1.060,+8.659,Running
5,17,17,0,Aida Haque,Icarus,Hard,1:50.081,+0.328,+8.986,Running
5,18,18,0,Mark Graham,Trike Motorsports,Soft,1:49.468,-,-,Mechanical failure on lap 3
6,1,1,0,Berend Boer,Shell Motorsports,Medium,1:50.202,-,-,Running
