Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
1,1,1,0,Franc Abel,Shell Motorsports,Soft,1:22.947,-,-,Running
1,2,2,0,Aleksa Kozlov,LFL Engineering,Soft,1:23.146,+0.949,+0.949,Running
1,3,3,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:22.623,+0.227,+1.176,Running
1,4,4,0,Berend Boer,Shell Motorsports,Soft,1:24.240,+0.366,+1.543,Running
1,5,5,0,Jamar Henry,Trike Motorsports,Soft,1:24.047,+0.558,+2.100,Running
1,6,6,0,Kanno Sora,LFL Engineering,Soft,1:25.011,+0.130,+2.230,Running
1,7,7,0,Monica Niculescu,Dacia Racing Team,Soft,1:23.977,+0.050,+2.280,Running
1,8,8,0,Mark Graham,Trike Motorsports,Soft,1:23.898,+0.421,+2.702,Running
1,9,9,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.064,+0.165,+2.867,Running
1,10,10,0,Al Fabet,Villiuride Racing,Soft,1:24.576,+1.012,+3.879,Running
1,11,11,0,Liesje Roser,Dacia Racing Team,Soft,1:24.455,+0.129,+4.009,Running
1,12,12,0,Sydney Aspen,Villiuride Racing,Soft,1:25.212,+0.257,+4.265,Running
1,13,13,0,Clara Longo,Icarus,Soft,1:23.072,+0.110,+4.375,Running
1,14,14,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:24.021,+0.699,+5.074,Running
1,15,15,0,Niamh Murphy,Racing Life,Soft,1:24.887,+0.616,+5.690,Running
1,16,16,0,Ye Li,Racing Life,Soft,1:25.882,+0.245,+5.936,Running
1,17,17,0,Aida Haque,Icarus,Soft,1:25.732,+0.100,+6.036,Running
1,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.668,+0.185,+6.221,Running
2,1,2,1,Aleksa Kozlov,LFL Engineering,Soft,1:23.829,-,-,Running
2,2,1,-1,Franc Abel,Shell Motorsports,Soft,1:24.591,+0.050,+0.050,Running
2,3,6,3,Kanno Sora,LFL Engineering,Soft,1:24.059,+1.002,+1.052,Running
2,4,4,0,Berend Boer,Shell Motorsports,Soft,1:24.100,+0.050,+1.102,Running
2,5,3,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:25.300,+0.833,+1.935,Running
2,6,8,2,Mark Graham,Trike Motorsports,Soft,1:23.792,+0.018,+1.953,Running
2,7,5,-2,Jamar Henry,Trike Motorsports,Soft,1:25.243,+0.850,+2.803,Running
2,8,10,2,Al Fabet,Villiuride Racing,Soft,1:23.657,+0.193,+2.996,Running
2,9,9,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.719,+0.049,+3.045,Running
2,10,7,-3,Monica Niculescu,Dacia Racing Team,Soft,1:25.602,+0.297,+3.342,Running
2,11,11,0,Liesje Roser,Dacia Racing Team,Soft,1:24.064,+0.190,+3.532,Running
2,12,12,0,Sydney Aspen,Villiuride Racing,Soft,1:24.677,+0.870,+4.401,Running
2,13,13,0,Clara Longo,Icarus,Soft,1:25.521,+0.854,+5.256,Running
2,14,15,1,Niamh Murphy,Racing Life,Soft,1:24.156,+0.050,+5.306,Running
