Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
1,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.040,-,-,Running
1,2,2,0,Berend Boer,Shell Motorsports,Soft,1:49.903,+0.113,+0.113,Running
1,3,3,0,Liesje Roser,Dacia Racing Team,Soft,1:50.175,+0.772,+0.885,Running
1,4,4,0,Franc Abel,Shell Motorsports,Medium,1:50.627,+0.202,+1.087,Running
1,5,5,0,Jamar Henry,Trike Motorsports,Soft,1:50.335,+0.152,+1.239,Running
1,6,6,0,Kanno Sora,LFL Engineering,Medium,1:50.079,+0.050,+1.289,Running
1,7,7,0,Mark Graham,Trike Motorsports,Soft,1:50.585,+1.005,+2.294,Running
1,8,8,0,Sydney Aspen,Villiuride Racing,Hard,1:50.503,+0.168,+2.463,Running
1,9,9,0,Ye Li,Racing Life,Medium,1:49.511,+0.280,+2.743,Running
1,10,10,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.833,+0.050,+2.793,Running
1,11,11,0,Al Fabet,Villiuride Racing,Soft,1:51.112,+0.529,+3.322,Running
1,12,12,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.131,+0.019,+3.341,Running
1,13,13,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.990,+0.109,+3.449,Running
1,14,14,0,Aleksa Kozlov,LFL Engineering,Medium,1:51.263,+0.523,+3.973,Running
1,15,15,0,Monica Niculescu,Dacia Racing Team,Soft,1:51.797,+0.284,+4.256,Running
1,16,16,0,Aida Haque,Icarus,Medium,1:51.133,+1.086,+5.342,Running
1,17,17,0,Clara Longo,Icarus,Soft,1:51.329,+0.446,+5.788,Running
1,18,18,0,Niamh Murphy,Racing Life,Medium,1:51.918,+0.089,+5.878,Running
2,1,2,1,Berend Boer,Shell Motorsports,Soft,1:48.688,-,-,Running
2,2,3,1,Liesje Roser,Dacia Racing Team,Soft,1:49.917,+2.001,+2.001,Running
2,3,1,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.371,+0.570,+2.571,Running
2,4,7,3,Mark Graham,Trike Motorsports,Soft,1:49.259,+0.182,+2.753,Running
2,5,4,-1,Franc Abel,Shell Motorsports,Medium,1:50.935,+0.468,+3.221,Running
2,6,5,-1,Jamar Henry,Trike Motorsports,Soft,1:50.917,+0.135,+3.355,Running
2,7,9,2,Ye Li,Racing Life,Medium,1:49.721,+0.308,+3.663,Running
2,8,13,5,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.956,+0.624,+4.287,Running
2,9,8,-1,Sydney Aspen,Villiuride Racing,Hard,1:50.643,+0.018,+4.305,Running
2,10,10,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.345,+0.032,+4.337,Running
2,11,11,0,Al Fabet,Villiuride Racing,Soft,1:50.394,+0.217,+4.554,Running
2,12,6,-6,Kanno Sora,LFL Engineering,Medium,1:52.455,+0.389,+4.943,Running
2,13,12,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.606,+0.202,+5.146,Running
2,14,16,2,Aida Haque,Icarus,Medium,1:50.118,+1.513,+6.659,Running
2,15,17,2,Clara Longo,Icarus,Soft,1:49.886,+0.215,+6.874,Running
2,16,14,-2,Aleksa Kozlov,LFL Engineering,Medium,1:51.716,+0.013,+6.887,Running
2,17,15,-2,Monica Niculescu,Dacia Racing Team,Soft,1:51.561,+0.129,+7.016,Running
2,18,18,0,Niamh Murphy,Racing Life,Medium,1:51.209,+1.270,+8.286,Running
3,1,1,0,Berend Boer,Shell Motorsports,Soft,1:49.273,-,-,Running
3,2,3,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.207,+2.308,+2.308,Running
3,3,2,-1,Liesje Roser,Dacia Racing Team,Soft,1:49.630,+0.050,+2.358,Running
3,4,5,1,Franc Abel,Shell Motorsports,Medium,1:50.552,+2.141,+4.499,Running
3,5,4,-1,Mark Graham,Trike Motorsports,Soft,1:51.042,+0.023,+4.522,Running
3,6,6,0,Jamar Henry,Trike Motorsports,Soft,1:50.490,+0.051,+4.572,Running
3,7,11,4,Al Fabet,Villiuride Racing,Soft,1:49.483,+0.191,+4.764,Running
3,8,9,1,Sydney Aspen,Villiuride Racing,Hard,1:50.259,+0.018,+4.782,Running
3,9,10,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.768,+0.050,+4.832,Running
3,10,8,-2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.738,+0.920,+5.752,Running
3,11,7,-4,Ye Li,Racing Life,Medium,1:51.741,+0.379,+6.131,Running
3,12,13,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.017,+0.330,+6.462,Running
3,13,12,-1,Kanno Sora,LFL Engineering,Medium,1:50.841,+0.050,+6.512,Running
3,14,15,1,Clara Longo,Icarus,Soft,1:49.652,+0.328,+6.840,Running
3,15,14,-1,Aida Haque,Icarus,Medium,1:51.034,+1.433,+8.273,Running
3,16,16,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.709,+0.050,+8.323,Running
3,17,17,0,Monica Niculescu,Dacia Racing Team,Soft,1:50.719,+0.048,+8.371,Running
3,18,18,0,Niamh Murphy,Racing Life,Medium,1:52.044,+2.686,+11.057,Running
4,1,1,0,Berend Boer,Shell Motorsports,Soft,1:50.725,-,-,Running
4,2,3,1,Liesje Roser,Dacia Racing Team,Soft,1:51.107,+2.608,+2.608,Running
4,3,6,3,Jamar Henry,Trike Motorsports,Soft,1:48.811,+0.050,+2.658,Running
4,4,2,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.299,+0.032,+2.690,Running
4,5,4,-1,Franc Abel,Shell Motorsports,Medium,1:49.830,+0.914,+3.603,Running
4,6,7,1,Al Fabet,Villiuride Racing,Soft,1:49.685,+0.120,+3.724,Running
4,7,5,-2,Mark Graham,Trike Motorsports,Soft,1:50.388,+0.461,+4.184,Running
4,8,8,0,Sydney Aspen,Villiuride Racing,Hard,1:50.607,+0.479,+4.664,Running
4,9,9,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.733,+0.176,+4.839,Running
4,10,10,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.845,+0.032,+4.871,Running
4,11,12,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.823,+1.688,+6.560,Running
4,12,17,5,Monica Niculescu,Dacia Racing Team,Soft,1:49.522,+0.240,+6.799,Running
4,13,14,1,Clara Longo,Icarus,Soft,1:50.735,+0.050,+6.849,Running
4,14,13,-1,Kanno Sora,LFL Engineering,Medium,1:52.076,+1.013,+7.862,Running
4,15,11,-4,Ye Li,Racing Life,Medium,1:52.570,+0.114,+7.976,Running
4,16,15,-1,Aida Haque,Icarus,Medium,1:50.842,+0.414,+8.390,Running
4,17,16,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.471,+0.679,+9.069,Running
4,18,18,0,Niamh Murphy,Racing Life,Medium,1:52.321,+3.583,+12.652,Running
5,1,1,0,Berend Boer,Shell Motorsports,Soft,1:50.671,-,-,Running
5,2,4,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.272,+1.291,+1.291,Running
5,3,3,0,Jamar Henry,Trike Motorsports,Soft,1:50.071,+0.768,+2.059,Running
5,4,2,-2,Liesje Roser,Dacia Racing Team,Soft,1:50.917,+0.796,+2.855,Running
5,5,6,1,Al Fabet,Villiuride Racing,Soft,1:49.848,+0.047,+2.901,Running
5,6,7,1,Mark Graham,Trike Motorsports,Soft,1:49.841,+0.280,+3.181,Running
5,7,5,-2,Franc Abel,Shell Motorsports,Medium,1:50.299,+0.050,+3.231,Running
5,8,9,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.896,+0.834,+4.065,Running
5,9,10,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.993,+1.129,+5.193,Running
5,10,8,-2,Sydney Aspen,Villiuride Racing,Hard,1:51.536,+0.335,+5.528,Running
5,11,12,1,Monica Niculescu,Dacia Racing Team,Soft,1:50.920,+1.308,+6.836,Running
5,12,11,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.998,+0.050,+6.886,Running
5,13,13,0,Clara Longo,Icarus,Soft,1:51.317,+0.112,+6.998,Running
5,14,15,1,Ye Li,Racing Life,Medium,1:50.909,+0.748,+7.746,Running
5,15,14,-1,Kanno Sora,LFL Engineering,Medium,1:50.605,+0.050,+7.796,Running
5,16,17,1,Aleksa Kozlov,LFL Engineering,Medium,1:49.951,+0.552,+8.349,Running
5,17,16,-1,Aida Haque,Icarus,Medium,1:52.313,+1.683,+10.032,Running
5,18,18,0,Niamh Murphy,Racing Life,Medium,1:51.390,+3.340,+13.372,Running
6,1,1,0,Berend Boer,Shell Motorsports,Soft,1:50.406,-,-,Running
6,2,2,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.118,+1.002,+1.002,Running
6,3,6,3,Mark Graham,Trike Motorsports,Soft,1:49.374,+1.147,+2.149,Running
6,4,4,0,Liesje Roser,Dacia Racing Team,Soft,1:49.717,+0.016,+2.165,Running
6,5,3,-2,Jamar Henry,Trike Motorsports,Soft,1:50.724,+0.211,+2.377,Running
6,6,8,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.369,+1.399,+3.776,Running
6,7,7,0,Franc Abel,Shell Motorsports,Medium,1:51.001,+0.050,+3.826,Running
6,8,5,-3,Al Fabet,Villiuride Racing,Soft,1:51.639,+0.308,+4.134,Running
6,9,9,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.088,+0.741,+4.875,Running
6,10,10,0,Sydney Aspen,Villiuride Racing,Hard,1:51.514,+1.761,+6.636,Running
6,11,12,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.432,+0.077,+6.713,Running
6,12,11,-1,Monica Niculescu,Dacia Racing Team,Soft,1:50.333,+0.050,+6.763,Running
6,13,13,0,Clara Longo,Icarus,Soft,1:51.455,+1.284,+8.047,Running
6,14,15,1,Kanno Sora,LFL Engineering,Medium,1:51.330,+0.000,+8.047,Running
6,15,14,-1,Ye Li,Racing Life,Medium,1:50.757,+0.050,+8.097,Running
6,16,17,1,Aida Haque,Icarus,Medium,1:50.784,+1.920,+10.017,Running
6,17,16,-1,Aleksa Kozlov,LFL Engineering,Medium,1:52.124,+0.050,+10.067,Running
6,18,18,0,Niamh Murphy,Racing Life,Medium,1:49.561,+2.459,+12.526,Running
7,1,2,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.507,-,-,Running
7,2,1,-1,Berend Boer,Shell Motorsports,Soft,1:50.512,+0.002,+0.002,Running
