Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
1,1,1,0,Franc Abel,Shell Motorsports,Soft,1:49.710,-,-,Running
1,2,2,0,Mark Graham,Trike Motorsports,Soft,1:49.345,+0.135,+0.135,Running
1,3,3,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.028,+0.933,+1.068,Running
1,4,4,0,Ye Li,Racing Life,Soft,1:49.670,+0.392,+1.460,Running
1,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:49.932,+0.012,+1.472,Running
1,6,6,0,Al Fabet,Villiuride Racing,Soft,1:49.709,+0.277,+1.749,Running
1,7,7,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.682,+0.224,+1.972,Running
1,8,8,0,Berend Boer,Shell Motorsports,Medium,1:51.776,+0.343,+2.316,Running
1,9,9,0,Kanno Sora,LFL Engineering,Medium,1:50.246,+0.221,+2.536,Running
1,10,10,0,Jamar Henry,Trike Motorsports,Medium,1:50.198,+0.452,+2.988,Running
1,11,11,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.680,+0.231,+3.220,Running
1,12,12,0,Niamh Murphy,Racing Life,Medium,1:50.473,+0.238,+3.457,Running
1,13,13,0,Liesje Roser,Dacia Racing Team,Soft,1:49.717,+0.050,+3.507,Running
1,14,14,0,Sydney Aspen,Villiuride Racing,Medium,1:50.243,+0.276,+3.783,Running
1,15,15,0,Marek Madeira,Dacia Racing Team,Soft,1:50.413,+0.669,+4.453,Running
1,16,16,0,Aleksa Kozlov,LFL Engineering,Medium,1:52.034,+0.662,+5.115,Running
1,17,17,0,Aida Haque,Icarus,Medium,1:50.875,+0.050,+5.165,Running
1,18,18,0,Clara Longo,Icarus,Hard,1:50.856,+0.109,+5.274,Running
2,1,1,0,Franc Abel,Shell Motorsports,Soft,1:49.316,-,-,Running
2,2,2,0,Mark Graham,Trike Motorsports,Soft,1:49.389,+0.207,+0.207,Running
2,3,3,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.447,+0.992,+1.199,Running
2,4,4,0,Ye Li,Racing Life,Soft,1:50.240,+1.185,+2.384,Running
2,5,9,4,Kanno Sora,LFL Engineering,Medium,1:50.184,+1.020,+3.404,Running
2,6,10,4,Jamar Henry,Trike Motorsports,Medium,1:49.794,+0.062,+3.466,Running
2,7,7,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.031,+0.222,+3.688,Running
2,8,5,-3,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:51.569,+0.037,+3.725,Running
2,9,6,-3,Al Fabet,Villiuride Racing,Soft,1:51.528,+0.235,+3.960,Running
2,10,13,3,Liesje Roser,Dacia Racing Team,Soft,1:50.528,+0.759,+4.719,Running
2,11,12,1,Niamh Murphy,Racing Life,Medium,1:51.024,+0.446,+5.165,Running
2,12,14,2,Sydney Aspen,Villiuride Racing,Medium,1:51.695,+0.169,+5.335,Running
2,13,11,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.481,+0.050,+5.385,Running
2,14,16,2,Aleksa Kozlov,LFL Engineering,Medium,1:50.688,+1.102,+6.487,Running
